entrezgene	hgnc_symbol	ensembl_gene_id	chromosome_name	band	geneLength	gcContent
27166	PRELID1	ENSG00000169230	5	q35.3	1273	0.552056861114058
100302139	MIR1537	ENSG00000222831	1	q42.3	61	0.409836065573771
100287792	100287792	ENSG00000204117	20	q11.23	2112	0.510716573429296
23126	POGZ	ENSG00000143442	1	q21.3	8273	0.49309091153461
8778	SIGLEC5	ENSG00000105501	19	q13.41	2523	0.574415101387185
100616296	MIR4678	ENSG00000283672	10	q23.2	74	0.324324324324324
2066	ERBB4	ENSG00000178568	2	q34	12109	0.462302843935907
100616275	MIR4508	ENSG00000265673	15	q11.2	70	0.8
100847057	MIR5189	ENSG00000263456	16	q24.2	114	0.675438596491228
83758	RBP5	ENSG00000139194	12	p13.31	940	0.562743653680111
116461	TSEN15	ENSG00000198860	1	q25.3	2075	0.463755848076038
65217	PCDH15	ENSG00000150275	10	q21.1	13865	0.433935329049794
27177	IL36B	ENSG00000136696	2	q14.1	1739	0.452330838609891
26521	TIMM8B	ENSG00000150779	11	q23.1	1140	0.512409946634265
27306	HPGDS	ENSG00000163106	4	q22.3	1615	0.412263006525189
23648	SSBP3	ENSG00000157216	1	p32.3	3254	0.56912422609937
494328	MIR379	ENSG00000199088	14	q32.31	67	0.417910447761194
100129464	LINC01546	ENSG00000228459	X	p22.33	674	0.476970510221222
3903	LAIR1	ENSG00000167613	19	q13.42	3113	0.579274036068405
11198	SUPT16H	ENSG00000092201	14	q11.2	5473	0.438331790800249
100616213	MIR4437	ENSG00000266705	2	q31.3	60	0.533333333333333
9950	GOLGA5	ENSG00000066455	14	q32.12	2891	0.442306832209978
407042	MIR34C	ENSG00000207562	11	q23.1	77	0.402597402597403
100126306	MIR888	ENSG00000216005	X	q27.3	77	0.467532467532468
94162	SNORD38A	ENSG00000202031	1	p34.1	71	0.464788732394366
2583	B4GALNT1	ENSG00000135454	12	q13.3	4465	0.619511916469865
339229	OXLD1	ENSG00000204237	17	q25.3	620	0.703109366582006
387882	C12orf75	ENSG00000235162	12	q23.3	1366	0.481872813745742
54898	ELOVL2	ENSG00000197977	6	p24.2	4073	0.476137840089171
407016	MIR26A2	ENSG00000207789	12	q14.1	84	0.476190476190476
11046	SLC35D2	ENSG00000130958	9	q22.32	3082	0.448880450984499
100128098	ST8SIA6-AS1	ENSG00000204832	10	p12.33	1868	0.460185161666799
2317	FLNB	ENSG00000136068	3	p14.3	9971	0.550431618912504
51700	CYB5R2	ENSG00000166394	11	p15.4	2150	0.56531873190709
2660	MSTN	ENSG00000138379	2	q32.2	2819	0.365928369321502
348793	WDR53	ENSG00000185798	3	q29	1571	0.533728061148118
54532	USP53	ENSG00000145390	4	q26	8034	0.401982812827645
54932	EXD3	ENSG00000187609	9	q34.3	6749	0.630030071413259
693195	MIR610	ENSG00000207874	11	p14.1	96	0.40625
158866	ZDHHC15	ENSG00000102383	X	q13.3	6525	0.447428967757087
387338	NSUN4	ENSG00000117481	1	p33	8228	0.536585721763272
941	CD80	ENSG00000121594	3	q13.33	2964	0.431575635964052
63922	CHTF18	ENSG00000127586	16	p13.3	4632	0.659373233050557
116238	TLCD1	ENSG00000160606	17	q11.2	1197	0.598740673780152
4133	MAP2	ENSG00000078018	2	q34	10030	0.450821437162188
51751	HIGD1B	ENSG00000131097	17	q21.31	709	0.542420040071047
8424	BBOX1	ENSG00000129151	11	p14.2	1917	0.427263126698151
100126313	MIR744	ENSG00000266297	17	p12	98	0.540816326530612
54436	SH3TC1	ENSG00000125089	4	p16.1	5404	0.62770475447425
100313884	MIR548H4	ENSG00000221616	8	p21.2	55	0.324048913043478
56256	SERTAD4	ENSG00000082497	1	q32.2	2167	0.525842331243434
3458	IFNG	ENSG00000111537	12	q15	1210	0.363131226708784
386676	KRTAP10-9	ENSG00000221837	21	q22.3	1256	0.667993630573248
112714	TUBA3E	ENSG00000152086	2	q21.1	1540	0.587511924022313
1018	TEN1-CDK3	ENSG00000261408	17	q25.1	1570	0.582680910971349
55245	UQCC1	ENSG00000101019	20	q11.22	6115	0.467991396077478
79152	FA2H	ENSG00000103089	16	q23.1	2934	0.59873819770718
8819	SAP30	ENSG00000164105	4	q34.1	1109	0.433803756804503
51324	SPG21	ENSG00000090487	15	q22.31	1867	0.478858064558122
574482	MIR520D	ENSG00000207735	19	q13.42	87	0.425287356321839
100847003	MIR5693	ENSG00000266072	13	q14.3	73	0.465753424657534
10617	STAMBP	ENSG00000124356	2	p13.1	6791	0.475452967071402
100500880	MIR3662	ENSG00000283409	6	q23.3	95	0.378947368421053
100847063	MIR548AX	ENSG00000263652	X	p22.2	44	0.386363636363636
407037	MIR320A	ENSG00000208037	8	p21.3	82	0.597560975609756
64922	LRRC19	ENSG00000184434	9	p21.2	3608	0.342303044123981
3150	HMGN1	ENSG00000205581	21	q22.2	2003	0.532888313624768
677800	SNORA12	ENSG00000212464	10	q24.31	147	0.421768707482993
353332	KRTAP12-1	ENSG00000187175	21	q22.3	588	0.603741496598639
386679	KRTAP10-2	ENSG00000205445	21	q22.3	1071	0.661998132586368
100188953	LINC00092	ENSG00000225194	9	q22.32	1721	0.67433125825316
91647	ATPAF2	ENSG00000171953	17	p11.2	3639	0.533845489039966
58529	MYOZ1	ENSG00000177791	10	q22.2	1583	0.543620106514038
53371	NUP54	ENSG00000138750	4	q21.1	2539	0.4249787612297
100289341	MAN1B1-AS1	ENSG00000268996	9	q34.3	1872	0.605769230769231
574461	MIR520E	ENSG00000207599	19	q13.42	87	0.436781609195402
401551	WDR38	ENSG00000136918	9	q33.3	1388	0.618356390017215
54715	RBFOX1	ENSG00000078328	16	p13.3	5897	0.501368189657102
140699	MROH8	ENSG00000101353	20	q11.23	3647	0.489776586248321
3837	KPNB1	ENSG00000108424	17	q21.32	4453	0.476044746695648
442917	MIR372	ENSG00000199095	19	q13.42	282	0.535460992907801
6208	RPS14	ENSG00000164587	5	q33.1	786	0.564780576857115
29103	DNAJC15	ENSG00000120675	13	q14.11	2776	0.442432671053637
55216	C11orf57	ENSG00000150776	11	q23.1	5597	0.460259532042231
25960	ADGRA2	ENSG00000020181	8	p11.23	6201	0.629872449283991
2257	FGF12	ENSG00000114279	3	q29	6433	0.497681354368554
100507588	TGFBR3L	ENSG00000260001	19	p13.2	1256	0.736484820824333
390243	IZUMO1R	ENSG00000183560	11	q21	753	0.59145854640547
100033422	SNORD116-10	ENSG00000200661	15	q11.2	104	0.326923076923077
116228	COX20	ENSG00000203667	1	q44	2616	0.474759373386515
171019	ADAMTS19	ENSG00000145808	5	q23.3	5190	0.451805797154149
161436	EML5	ENSG00000165521	14	q31.3	8500	0.427036942267681
200894	ARL13B	ENSG00000169379	3	q11.1	4109	0.446662194500248
6940	ZNF354A	ENSG00000169131	5	q35.3	2555	0.58008407664917
100129195	ZSCAN16-AS1	ENSG00000269293	6	p22.1	2979	0.518467478272892
22997	IGSF9B	ENSG00000080854	11	q25	4931	0.599269104364632
9951	HS3ST4	ENSG00000182601	16	p12.1	3203	0.629221679375996
6909	TBX2	ENSG00000121068	17	q23.2	6029	0.624785539668524
157724	SLC7A13	ENSG00000164893	8	q21.3	1998	0.418256745210009
4222	MEOX1	ENSG00000005102	17	q21.31	2338	0.591588796070296
23232	TBC1D12	ENSG00000108239	10	q23.33	5749	0.423547504137472
79949	PLEKHS1	ENSG00000148735	10	q25.3	4406	0.437662946323019
11062	DUS4L	ENSG00000105865	7	q22.3	2675	0.411127970815749
86	ACTL6A	ENSG00000136518	3	q26.33	1906	0.437060050966487
124274	GPR139	ENSG00000180269	16	p12.3	1337	0.573502332567603
10046	MAMLD1	ENSG00000013619	X	q28	5055	0.578652955679676
5826	ABCD4	ENSG00000119688	14	q24.3	3328	0.558456152703284
64855	FAM129B	ENSG00000136830	9	q34.11	4566	0.618804733852327
139105	BEND2	ENSG00000177324	X	p22.13	4696	0.442052678934411
286410	ATP11C	ENSG00000101974	X	q27.1	6275	0.393279693185771
84839	RAX2	ENSG00000173976	19	p13.3	2412	0.695399235936969
6598	SMARCB1	ENSG00000099956	22	q11.23	2395	0.567407049054017
51555	PEX5L	ENSG00000114757	3	q26.33	9475	0.48272784501788
120071	LARGE2	ENSG00000165905	11	p11.2	2806	0.631915562672273
7135	TNNI1	ENSG00000159173	1	q32.1	7340	0.588231903632028
8507	ENC1	ENSG00000171617	5	q13.3	5728	0.497133267403587
566	AZU1	ENSG00000172232	19	p13.3	912	0.671325517594407
196472	FAM71C	ENSG00000180219	12	q23.1	1867	0.486695423681518
728577	CNTNAP3B	ENSG00000154529	9	p11.2	6443	0.52227767728107
729440	CCDC61	ENSG00000104983	19	q13.32	1823	0.644125737228054
136647	MPLKIP	ENSG00000168303	7	p14.1	941	0.510896043940002
5653	KLK6	ENSG00000167755	19	q13.41	1795	0.595487470661077
286053	NSMCE2	ENSG00000156831	8	q24.13	1212	0.438252371386041
22893	BAHD1	ENSG00000140320	15	q15.1	4771	0.62688601280954
100313837	MIR762	ENSG00000211591	16	p11.2	83	0.855421686746988
100505716	100505716	ENSG00000223522	2	p23.2	2110	0.524854039029231
23590	PDSS1	ENSG00000148459	10	p12.1	1811	0.455174322143776
5069	PAPPA	ENSG00000182752	9	q33.1	10970	0.533512675562568
143496	OR52B4	ENSG00000221996	11	p15.4	1124	0.446619217081851
677771	677771	ENSG00000281394	1	q22	129	0.465116279069767
127703	C1orf216	ENSG00000142686	1	p34.3	2934	0.614527978186112
83444	INO80B	ENSG00000115274	2	p13.1	1492	0.591936007856093
79626	TNFAIP8L2	ENSG00000163154	1	q21.3	1178	0.545723090209626
83741	TFAP2D	ENSG00000008197	6	p12.3	2169	0.466723886735083
100192379	100192379	ENSG00000226757	4	q27	2224	0.544064748201439
1459	CSNK2A2	ENSG00000070770	16	q21	5838	0.454596822886016
100288966	100288966	ENSG00000277630	GL000213.1		1826	0.393298349930554
22985	ACIN1	ENSG00000100813	14	q11.2	6741	0.525671467004982
10524	KAT5	ENSG00000172977	11	q13.1	2478	0.563779929236864
670	BPHL	ENSG00000137274	6	p25.2	1915	0.530903647331845
2739	GLO1	ENSG00000124767	6	p21.2	2046	0.450109559487087
442038	SULT1C3	ENSG00000196228	2	q12.3	915	0.423369762851085
162461	TMEM92	ENSG00000167105	17	q21.33	2816	0.56263656256953
285547	LINC01097	ENSG00000281202	4	p15.33	2125	0.544275934357934
9586	CREB5	ENSG00000146592	7	p15.1	9648	0.470786460902225
9747	TCAF1	ENSG00000198420	7	q35	5960	0.543905004075267
51176	LEF1	ENSG00000138795	4	q25	4300	0.493120385356392
57512	GPR158	ENSG00000151025	10	p12.1	6741	0.46180657093037
57608	KIAA1462	ENSG00000165757	10	p11.23	9702	0.546437588587652
2730	GCLM	ENSG00000023909	1	p22.1	3074	0.439277077858905
728294	D2HGDH	ENSG00000180902	2	q37.3	3882	0.656527150684176
9043	SPAG9	ENSG00000008294	17	q21.33	9680	0.451157462092481
10850	CCL27	ENSG00000213927	9	p13.3	446	0.546545733224196
4641	MYO1C	ENSG00000197879	17	p13.3	5451	0.600402211028597
26585	GREM1	ENSG00000166923	15	q13.3	4138	0.600923923414541
388333	SPDYE4	ENSG00000183318	17	p13.1	923	0.558821035863154
1996	ELAVL4	ENSG00000162374	1	p33	2714	0.4685983741139
221687	RNF182	ENSG00000180537	6	p23	3797	0.54822860777688
5699	PSMB10	ENSG00000205220	16	q22.1	4784	0.623426295998527
56654	NPDC1	ENSG00000107281	9	q34.3	2547	0.677795878027356
619568	SNORA4	ENSG00000263776	3	q27.3	137	0.423357664233577
10718	NRG3	ENSG00000185737	10	q23.1	5243	0.470862777855935
114041	B3GALT5-AS1	ENSG00000184809	21	q22.2	2192	0.523531556361217
574459	MIR512-2	ENSG00000207644	19	q13.42	196	0.540816326530612
8178	ELL	ENSG00000105656	19	p13.11	4209	0.594478801735893
100500862	MIR3648-1	ENSG00000275708	21	p11.2	180	0.838888888888889
100126303	MIR890	ENSG00000216075	X	q27.3	77	0.402597402597403
55034	MOCOS	ENSG00000075643	18	q12.2	2727	0.502993264998658
100302116	MIR1265	ENSG00000221371	10	p13	86	0.395348837209302
3486	IGFBP3	ENSG00000146674	7	p12.3	2631	0.556889471072715
4485	MST1	ENSG00000173531	3	p21.31	2522	0.613544286800013
9303	SNORD25	ENSG00000275043	11	q12.3	67	0.447761194029851
55759	WDR12	ENSG00000138442	2	q33.2	2282	0.42616133549192
59339	PLEKHA2	ENSG00000169499	8	p11.22	5641	0.515612588695943
26024	PTCD1	ENSG00000106246	7	q22.1	5505	0.59439365657353
56673	C11orf16	ENSG00000176029	11	p15.4	1925	0.567984685207996
84102	SLC41A2	ENSG00000136052	12	q23.3	3544	0.40028493728684
407045	MIR7-3	ENSG00000207630	19	p13.3	110	0.490909090909091
388695	LYSMD1	ENSG00000163155	1	q21.3	2508	0.505170387362428
100422855	MIR4301	ENSG00000265140	11	q23.2	66	0.560606060606061
6572	SLC18A3	ENSG00000187714	10	q11.23	2420	0.671900826446281
221262	CCDC162P	ENSG00000203799	6	q21	854	0.499671580062068
1448	CSN3	ENSG00000171209	4	q13.3	808	0.452979258491814
283755	HERC2P3	ENSG00000180229	15	q11.2	5442	0.503080844064212
4487	MSX1	ENSG00000163132	4	p16.2	1937	0.634738120253631
100033806	SNORD115-32	ENSG00000200949	15	q11.2	82	0.414634146341463
222950	NYAP1	ENSG00000166924	7	q22.1	3586	0.694377481187693
767605	SNORD114-25	ENSG00000200612	14	q32.31	71	0.47887323943662
147687	ZNF417	ENSG00000173480	19	q13.43	4897	0.54722511814768
407030	MIR30B	ENSG00000207582	8	q24.22	88	0.431818181818182
286467	FIRRE	ENSG00000213468	X	q26.2	3179	0.477020293542548
100313772	MIR548M	ENSG00000221187	X	q21.33	35	0.371428571428571
57017	COQ9	ENSG00000088682	16	q21	3859	0.548812790164504
79622	SNRNP25	ENSG00000161981	16	p13.3	1086	0.563902129014112
55576	STAB2	ENSG00000136011	12	q23.3	8230	0.504241679321919
387638	C10orf113	ENSG00000204683	10	p12.31	614	0.443691502177741
3199	HOXA2	ENSG00000105996	7	p15.2	1778	0.502449391837881
100126297	MIR300	ENSG00000215957	14	q32.31	82	0.439024390243902
6307	MSMO1	ENSG00000052802	4	q32.3	2492	0.399063037043885
219960	OR10Q1	ENSG00000180475	11	q12.1	1037	0.572806171648988
100616317	MIR4777	ENSG00000263641	2	q37.1	86	0.290697674418605
57864	SLC46A2	ENSG00000119457	9	q32	2502	0.527818989290392
768219	MIR802	ENSG00000211590	21	q22.12	94	0.372340425531915
100423012	MIR3177	ENSG00000265820	16	p13.3	82	0.634146341463415
1775	DNASE1L2	ENSG00000167968	16	p13.3	1587	0.652256501714322
79834	PEAK1	ENSG00000173517	15	q24.3	15120	0.488275621713759
693128	MIR548B	ENSG00000207982	6	q22.31	97	0.371134020618557
100500879	MIR3668	ENSG00000263514	6	q24.1	75	0.213333333333333
6444	SGCD	ENSG00000170624	5	q33.2	10519	0.449332287097995
406898	MIR105-2	ENSG00000207818	X	q28	81	0.506172839506173
93408	MYL10	ENSG00000106436	7	q22.1	1009	0.535189003403453
79868	ALG13	ENSG00000101901	X	q23	7005	0.443839110442357
693127	MIR548A3	ENSG00000208032	8	q22.3	80	0.326241134751773
64969	MRPS5	ENSG00000144029	2	q11.1	2548	0.461280681930543
100506668	NRAV	ENSG00000248008	12	q24.31	1897	0.591190892054655
55450	CAMK2N1	ENSG00000162545	1	p36.12	2351	0.549471447566627
407050	MIR93	ENSG00000207757	7	q22.1	80	0.6
58515	58515	ENSG00000113811	3	p21.1	818	0.47747523076433
6184	RPN1	ENSG00000163902	3	q21.3	2663	0.507087802459636
100526773	EPPIN-WFDC6	ENSG00000249139	20	q13.12	1862	0.436129653134956
9788	MTSS1	ENSG00000170873	8	q24.13	5918	0.520428517008044
100500885	MIR3925	ENSG00000263894	6	p21.2	77	0.454545454545455
51480	VCX2	ENSG00000177504	X	p22.31	815	0.556364099056463
25873	RPL36	ENSG00000130255	19	p13.3	604	0.624910583942052
51385	ZNF589	ENSG00000164048	3	p21.31	5089	0.503286539926105
11331	PHB2	ENSG00000215021	12	p13.31	1555	0.561228447824816
79647	AKIRIN1	ENSG00000174574	1	p34.3	2726	0.481377768106528
403313	PLPP6	ENSG00000205808	9	p24.1	2979	0.475998657267539
285596	FAM153A	ENSG00000170074	5	q35.3	5506	0.508470559080563
115653	KIR3DL3	ENSG00000242019	19	q13.42	1691	0.560276325277041
675	BRCA2	ENSG00000139618	13	q13.1	11386	0.389556839019336
11330	CTRC	ENSG00000162438	1	p36.21	899	0.606896532601584
9052	9052	ENSG00000013588	12	p13.1	2851	0.549990005846231
693199	693199	ENSG00000013588	12	p13.1	90	0.6
55503	TRPV6	ENSG00000165125	7	q34	3442	0.576547645545411
94015	TTYH2	ENSG00000141540	17	q25.1	4173	0.599610057879022
55032	SLC35A5	ENSG00000138459	3	q13.2	3259	0.396906621755586
8764	TNFRSF14	ENSG00000157873	1	p36.32	5318	0.642600210506973
390433	OR4K13	ENSG00000176253	14	q11.2	915	0.436065573770492
100616210	MIR4737	ENSG00000264049	17	q23.1	81	0.62962962962963
440823	MIAT	ENSG00000225783	22	q12.1	10182	0.568503417789275
154215	NKAIN2	ENSG00000188580	6	q22.31	4010	0.432243644928966
81566	CSRNP2	ENSG00000110925	12	q13.12	4702	0.564814168326469
43847	KLK14	ENSG00000129437	19	q13.41	1159	0.60897919567848
29978	UBQLN2	ENSG00000188021	X	p11.21	3418	0.481860737273259
100287284	MANSC4	ENSG00000205693	12	p11.22	1095	0.448984244710225
573	BAG1	ENSG00000107262	9	p13.3	3872	0.474864475686783
27076	LYPD3	ENSG00000124466	19	q13.31	3295	0.626358461273072
7586	ZKSCAN1	ENSG00000106261	7	q22.1	6266	0.551462732086181
442444	FAM47C	ENSG00000198173	X	p21.1	3308	0.571644498186215
23645	PPP1R15A	ENSG00000087074	19	q13.33	2383	0.604004214589266
8972	MGAM	ENSG00000257335	7	q34	6484	0.487696416980379
22800	RRAS2	ENSG00000133818	11	p15.2	2770	0.487647654262156
124401	ANKS3	ENSG00000168096	16	p13.3	5647	0.622847121225845
6713	SQLE	ENSG00000104549	8	q24.13	2989	0.421855520519931
1396	CRIP1	ENSG00000213145	14	q32.33	478	0.626202182999074
6314	ATXN7	ENSG00000163635	3	p14.1	8254	0.49528406675811
92591	ASB16	ENSG00000161664	17	q21.31	2139	0.638689335758094
7274	TTPA	ENSG00000137561	8	q12.3	2632	0.462948566377565
23593	HEBP2	ENSG00000051620	6	q24.1	1282	0.525749576209207
148418	SAMD13	ENSG00000203943	1	p31.1	2399	0.479978060229724
138241	C9orf85	ENSG00000155621	9	q21.13	3264	0.438099098050256
55260	TMEM143	ENSG00000161558	19	q13.33	3613	0.604858817790134
79048	SECISBP2	ENSG00000187742	9	q22.2	3684	0.479903541563607
265	AMELX	ENSG00000125363	X	p22.2	835	0.466259847873725
2897	GRIK1	ENSG00000171189	21	q21.3	3719	0.455645310527043
125061	AFMID	ENSG00000183077	17	q25.3	3434	0.55663813536501
100507178	SLFNL1-AS1	ENSG00000281207	1	p34.2	4800	0.53373834391666
57663	USP29	ENSG00000131864	19	q13.43	3606	0.495152053457821
55631	LRRC40	ENSG00000066557	1	p31.1	2945	0.369747374429406
2250	FGF5	ENSG00000138675	4	q21.21	5389	0.444152134768478
1952	CELSR2	ENSG00000143126	1	p13.3	10540	0.616558499252822
57178	ZMIZ1	ENSG00000108175	10	q22.3	11895	0.61035502567293
149478	BTBD19	ENSG00000222009	1	p34.1	1637	0.634874434839411
51463	GPR89B	ENSG00000188092	1	q21.2	2411	0.417644513261588
259295	TAS2R20	ENSG00000255837	12	p13.2	1914	0.35632183908046
54963	54963	ENSG00000198276	20	q13.33	2532	0.610083316942806
100302137	100302137	ENSG00000198276	20	q13.33	80	0.7125
5203	PFDN4	ENSG00000101132	20	q13.2	1346	0.403267183727134
255967	PAN3	ENSG00000152520	13	q12.2	5992	0.44343218877503
574464	MIR520F	ENSG00000283540	19	q13.42	87	0.482758620689655
574497	MIR527	ENSG00000207979	19	q13.42	85	0.423529411764706
54659	UGT1A3	ENSG00000243135	2	q37.1	2485	0.471455156573748
283683	283683	ENSG00000274253	15	q11.2	1445	0.505303450043426
51097	SCCPDH	ENSG00000143653	1	q44	2475	0.443788846068091
1657	DMXL1	ENSG00000172869	5	q23.1	13609	0.404652828438419
6594	SMARCA1	ENSG00000102038	X	q26.1	4086	0.407105876150087
353238	PADI6	ENSG00000276747	1	p36.13	2346	0.547811885384728
10406	WFDC2	ENSG00000101443	20	q13.12	792	0.592224567123089
8742	TNFSF12	ENSG00000239697	17	p13.1	1625	0.618588092163654
3782	KCNN3	ENSG00000143603	1	q21.3	14065	0.520558634488679
100616470	MIR4488	ENSG00000266006	11	q12.2	62	0.82258064516129
406895	MIR103A1	ENSG00000199035	5	q34	78	0.487179487179487
8669	EIF3J	ENSG00000104131	15	q21.1	2558	0.435679079921842
127428	127428	ENSG00000116205	1	p32.3	5565	0.463046629256009
100616315	100616315	ENSG00000116205	1	p32.3	76	0.539473684210526
10903	MTMR11	ENSG00000014914	1	q21.2	3266	0.539341784826512
9627	SNCAIP	ENSG00000064692	5	q23.2	6442	0.472690291769856
4898	4898	ENSG00000078618	1	p32.3	4237	0.428439126514169
100313892	100313892	ENSG00000078618	1	p32.3	59	0.542372881355932
4852	NPY	ENSG00000122585	7	p15.3	560	0.556148557157361
100616144	MIR548AN	ENSG00000263515	X	q22.3	55	0.383633633633634
6431	SRSF6	ENSG00000124193	20	q13.11	4014	0.520430113872035
201299	RDM1	ENSG00000278023	17	q12	1308	0.482693046049008
677	ZFP36L1	ENSG00000185650	14	q24.1	4040	0.58408194944968
90134	KCNH7	ENSG00000184611	2	q24.2	4331	0.438960536170219
79071	ELOVL6	ENSG00000170522	4	q25	3392	0.455417941397936
54807	ZNF586	ENSG00000083828	19	q13.43	3756	0.475035500249517
83719	YPEL3	ENSG00000090238	16	p11.2	2631	0.594111786766883
100847082	MIR5692C1	ENSG00000265924	5	q31.1	23	0.304347826086957
8312	AXIN1	ENSG00000103126	16	p13.3	3660	0.655588011807699
358	AQP1	ENSG00000240583	7	p14.3	3786	0.553773640354021
257629	ANKS4B	ENSG00000175311	16	p12.2	2906	0.483487353519733
100302187	MIR1297	ENSG00000283126	13	q14.3	77	0.324675324675325
100616209	MIR4461	ENSG00000263963	5	q31.1	74	0.486486486486487
84812	PLCD4	ENSG00000115556	2	q35	4868	0.523565220413964
693152	MIR567	ENSG00000207940	3	q13.2	98	0.316326530612245
285600	KIAA0825	ENSG00000185261	5	q15	8280	0.401794477637348
100422976	MIR4256	ENSG00000283296	1	p13.2	64	0.421875
100302251	MIR1264	ENSG00000276158	X	q23	69	0.318840579710145
157739	TDH	ENSG00000154316	8	p23.1	1894	0.518012770223372
693188	MIR603	ENSG00000207930	10	p12.2	97	0.371134020618557
100422941	MIR4272	ENSG00000283298	3	p14.1	64	0.296875
140458	ASB5	ENSG00000164122	4	q34.2	3244	0.442632912248427
100033805	SNORD115-31	ENSG00000202188	15	q11.2	82	0.414634146341463
10410	IFITM3	ENSG00000142089	11	p15.5	668	0.572731356693621
80263	TRIM45	ENSG00000134253	1	p13.1	3581	0.538577948359768
100616324	MIR1245B	ENSG00000283238	2	q32.2	68	0.308823529411765
23213	SULF1	ENSG00000137573	8	q13.2	7194	0.448190353339936
342850	ANKRD62	ENSG00000181626	18	p11.21	4733	0.397622750895964
85415	RHPN2	ENSG00000131941	19	q13.11	4170	0.541344332332039
115939	TSR3	ENSG00000007520	16	p13.3	1204	0.66597384543908
1804	DPP6	ENSG00000130226	7	q36.2	7080	0.511017217369487
390327	OR6C70	ENSG00000184954	12	q13.2	939	0.368477103301384
6418	SET	ENSG00000119335	9	q34.11	3452	0.48199866551239
767579	SNORD114-3	ENSG00000201839	14	q32.31	74	0.486486486486487
101340251	SNORD124	ENSG00000238793	17	q21.1	103	0.495145631067961
80164	PRR36	ENSG00000183248	19	p13.2	4515	0.710920230479615
6016	RIT1	ENSG00000143622	1	q22	3481	0.499471575827462
100126324	MIR934	ENSG00000216060	X	q26.3	83	0.433734939759036
147798	TMC4	ENSG00000167608	19	q13.42	2666	0.602619750412742
100616468	MIR4742	ENSG00000266618	1	q42.11	85	0.341176470588235
403284	OR6C68	ENSG00000205327	12	q13.2	939	0.365282215122471
100628560	MIR3155B	ENSG00000283634	10	p15.1	55	0.690909090909091
1326	MAP3K8	ENSG00000107968	10	p11.23	3107	0.484118540757159
341416	OR6C2	ENSG00000179695	12	q13.2	939	0.412140575079872
100422978	MIR3185	ENSG00000263602	17	q21.32	68	0.632352941176471
8454	CUL1	ENSG00000055130	7	q36.1	4385	0.448979470040586
693220	MIR635	ENSG00000207561	17	q24.2	98	0.438775510204082
100616406	MIR4521	ENSG00000283160	17	p13.1	60	0.416666666666667
100422875	MIR3192	ENSG00000265137	20	p11.23	77	0.480519480519481
100616235	MIR4457	ENSG00000263670	5	p15.33	68	0.426470588235294
100126302	MIR450B	ENSG00000216001	X	q26.3	78	0.282051282051282
406912	MIR125B2	ENSG00000207863	21	q21.1	89	0.49438202247191
100507602	TRIM52-AS1	ENSG00000248275	5	q35.3	1621	0.556963826324427
7107	GPR137B	ENSG00000077585	1	q42.3	2042	0.462856846568408
84890	ADO	ENSG00000181915	10	q21.3	3724	0.481740064446831
23217	ZFR2	ENSG00000105278	19	p13.3	5724	0.660887310868365
126123	IZUMO2	ENSG00000161652	19	q13.33	814	0.505943943551355
100423019	MIR4307	ENSG00000265165	14	q12	84	0.321428571428571
7052	TGM2	ENSG00000198959	20	q11.23	6712	0.590985885845785
100302175	MIR1207	ENSG00000221176	8	q24.21	87	0.620689655172414
57569	ARHGAP20	ENSG00000137727	11	q23.1	7132	0.469253154455784
100302255	MIR1323	ENSG00000221017	19	q13.42	73	0.465753424657534
387914	SHISA2	ENSG00000180730	13	q12.13	2889	0.582681437391901
5678	PSG9	ENSG00000183668	19	q13.31	2748	0.480072484377658
30062	RAX	ENSG00000134438	18	q21.32	3197	0.674619903657278
100616202	MIR4634	ENSG00000266890	5	q35.2	54	0.796296296296296
7220	TRPC1	ENSG00000144935	3	q23	4170	0.405509934319779
79919	C2orf54	ENSG00000172478	2	q37.3	2691	0.635959297405376
440836	ODF3B	ENSG00000177989	22	q13.33	970	0.688823433577841
585	BBS4	ENSG00000140463	15	q24.1	3337	0.446787991830839
341418	OR6C4	ENSG00000179626	12	q13.2	930	0.426881720430108
799	CALCR	ENSG00000004948	7	q21.3	4036	0.45907425755899
56063	TMEM234	ENSG00000160055	1	p35.2	2712	0.571909643573483
85019	TMEM241	ENSG00000134490	18	q11.2	3798	0.470963978534629
51816	CECR1	ENSG00000093072	22	q11.1	6026	0.534434016358881
57623	ZFAT	ENSG00000066827	8	q24.22	8207	0.523137200647133
100289650	100289650	ENSG00000225877	19	q13.2	1873	0.480081870904709
2954	GSTZ1	ENSG00000100577	14	q24.3	1722	0.557285072897621
2782	GNB1	ENSG00000078369	1	p36.33	3163	0.549614271757469
140832	WFDC10A	ENSG00000180305	20	q13.12	482	0.523005627275737
64806	IL25	ENSG00000166090	14	q11.2	1367	0.554648817164863
25984	KRT23	ENSG00000108244	17	q21.2	2639	0.476599807120525
257068	PLCXD2	ENSG00000240891	3	q13.2	2148	0.530794911733056
122042	RXFP2	ENSG00000133105	13	q13.1	2803	0.386826329134482
57615	ZNF492	ENSG00000229676	19	p12	4245	0.46948553857956
57695	USP37	ENSG00000135913	2	q35	8602	0.430347429958725
301	ANXA1	ENSG00000135046	9	q21.13	2773	0.416965533572625
169436	STKLD1	ENSG00000198870	9	q34.2	3959	0.573425545005326
79752	ZFAND1	ENSG00000104231	8	q21.13	2291	0.415813930634099
