hgnc_symbol	ensembl_gene_id	chromosome_name	feature	included
SMARCA2	ENSG00000080503	9	SMARCA2|6595	TRUE
SMARCA4	ENSG00000127616	19	SMARCA4|6597	TRUE
SMARCA5	ENSG00000153147	4	SMARCA5|8467	TRUE
SMARCAD1	ENSG00000163104	4	SMARCAD1|56916	TRUE
SMARCAL1	ENSG00000138375	2	SMARCAL1|50485	TRUE
SMARCB1	ENSG00000099956	22	SMARCB1|6598	TRUE
SMARCC1	ENSG00000173473	3	SMARCC1|6599	TRUE
SMARCC2	ENSG00000139613	12	SMARCC2|6601	TRUE
SMARCD1	ENSG00000066117	12	SMARCD1|6602	TRUE
SMARCD2	ENSG00000108604	17	SMARCD2|6603	TRUE
SMARCD3	ENSG00000082014	7	SMARCD3|6604	TRUE
SMARCE1	ENSG00000073584	17	SMARCE1|6605	TRUE
SMC1A	ENSG00000072501	X	SMC1A|8243	TRUE
SMC1B	ENSG00000077935	22	SMC1B|27127	FALSE
SMC2	ENSG00000136824	9	SMC2|10592	TRUE
SMC3	ENSG00000108055	10	SMC3|9126	TRUE
SMC4	ENSG00000113810	3	SMC4|10051	TRUE
SMC5	ENSG00000198887	9	SMC5|23137	TRUE
SMC6	ENSG00000163029	2	SMC6|79677	TRUE
SMCHD1	ENSG00000101596	18	SMCHD1|23347	TRUE
SMCP	ENSG00000163206	1	SMCP|4184	FALSE
SMCR5	ENSG00000226746	17	SMCR5|140771	FALSE
MIEF1	ENSG00000100335	22	SMCR7L|54471	TRUE
MIEF2	ENSG00000177427	17	SMCR7|125170	TRUE
SMCR8	ENSG00000176994	17	SMCR8|140775	TRUE
PPP4R3A	ENSG00000100796	14	SMEK1|55671	TRUE
PPP4R3B	ENSG00000275052	2	SMEK2|57223	TRUE
SMG1	ENSG00000157106	16	SMG1|23049	TRUE
SMG5	ENSG00000198952	1	SMG5|23381	TRUE
SMG6	ENSG00000070366	17	SMG6|23293	TRUE
SMG7	ENSG00000116698	1	SMG7|9887	TRUE
SMN2	ENSG00000205571	5	SMN2|6607	TRUE
SMNDC1	ENSG00000119953	10	SMNDC1|10285	TRUE
SMOC1	ENSG00000198732	14	SMOC1|64093	TRUE
SMOC2	ENSG00000112562	6	SMOC2|64094	FALSE
SMOX	ENSG00000088826	20	SMOX|54498	TRUE
SMO	ENSG00000128602	7	SMO|6608	TRUE
SMPD1	ENSG00000166311	11	SMPD1|6609	TRUE
SMPD2	ENSG00000135587	6	SMPD2|6610	FALSE
SMPD3	ENSG00000103056	16	SMPD3|55512	TRUE
SMPD4	ENSG00000136699	2	SMPD4|55627	TRUE
SMPDL3A	ENSG00000172594	6	SMPDL3A|10924	FALSE
SMPDL3B	ENSG00000130768	1	SMPDL3B|27293	FALSE
SMPX	ENSG00000091482	X	SMPX|23676	FALSE
SMR3A	ENSG00000109208	4	SMR3A|26952	FALSE
SMR3B	ENSG00000171201	4	SMR3B|10879	FALSE
SMS	ENSG00000102172	X	SMS|6611	TRUE
SMTNL1	ENSG00000214872	11	SMTNL1|219537	FALSE
SMTNL2	ENSG00000188176	17	SMTNL2|342527	FALSE
SMTN	ENSG00000183963	22	SMTN|6525	TRUE
SMU1	ENSG00000122692	9	SMU1|55234	TRUE
SMUG1	ENSG00000123415	12	SMUG1|23583	TRUE
SMURF1	ENSG00000198742	7	SMURF1|57154	TRUE
SMURF2	ENSG00000108854	17	SMURF2|64750	TRUE
SMYD1	ENSG00000115593	2	SMYD1|150572	FALSE
SMYD2	ENSG00000143499	1	SMYD2|56950	TRUE
SMYD3	ENSG00000185420	1	SMYD3|64754	TRUE
SMYD4	ENSG00000186532	17	SMYD4|114826	TRUE
SMYD5	ENSG00000135632	2	SMYD5|10322	TRUE
SNAI1	ENSG00000124216	20	SNAI1|6615	FALSE
SNAI2	ENSG00000019549	8	SNAI2|6591	FALSE
SNAI3	ENSG00000185669	16	SNAI3|333929	FALSE
SNAP23	ENSG00000092531	15	SNAP23|8773	TRUE
SNAP25	ENSG00000132639	20	SNAP25|6616	TRUE
SNAP29	ENSG00000099940	22	SNAP29|9342	TRUE
SNAP47	ENSG00000143740	1	SNAP47|116841	TRUE
SNAP91	ENSG00000065609	6	SNAP91|9892	TRUE
SNAPC1	ENSG00000023608	14	SNAPC1|6617	TRUE
SNAPC2	ENSG00000104976	19	SNAPC2|6618	TRUE
SNAPC3	ENSG00000164975	9	SNAPC3|6619	TRUE
SNAPC4	ENSG00000165684	9	SNAPC4|6621	TRUE
SNAPC5	ENSG00000174446	15	SNAPC5|10302	FALSE
SNAPIN	ENSG00000143553	1	SNAPIN|23557	TRUE
SNCAIP	ENSG00000064692	5	SNCAIP|9627	TRUE
SNCA	ENSG00000145335	4	SNCA|6622	TRUE
SNCB	ENSG00000074317	5	SNCB|6620	TRUE
SNCG	ENSG00000173267	10	SNCG|6623	TRUE
SND1	ENSG00000197157	7	SND1|27044	TRUE
SNED1	ENSG00000162804	2	SNED1|25992	TRUE
SNF8	ENSG00000159210	17	SNF8|11267	TRUE
SNHG11	ENSG00000174365	20	SNHG11|128439	FALSE
SNHG12	ENSG00000197989	1	SNHG12|85028	TRUE
SNHG3	ENSG00000242125	1	SNHG3|8420	FALSE
SNHG7	ENSG00000233016	9	SNHG7|84973	TRUE
SNHG8	ENSG00000269893	4	SNHG8|100093630	TRUE
SNIP1	ENSG00000163877	1	SNIP1|79753	FALSE
SNN	ENSG00000184602	16	SNN|8303	TRUE
SNORA10	ENSG00000206811	16	SNORA10|574042	FALSE
SNORA11B	ENSG00000221102	14	SNORA11B|100124539	FALSE
SNORA11C	ENSG00000221459	X	SNORA11C|100124540	FALSE
SNORA11	ENSG00000221716	X	SNORA11|677799	FALSE
SNORA12	ENSG00000212464	10	SNORA12|677800	FALSE
SNORA13	ENSG00000238363	5	SNORA13|654322	FALSE
SNORA14A	ENSG00000201643	7	SNORA14A|677801	FALSE
SNORA14B	ENSG00000207181	1	SNORA14B|677802	FALSE
SNORA15	ENSG00000207168	7	SNORA15|677803	FALSE
SNORA16A	ENSG00000280498	1	SNORA16A|692073	FALSE
SNORA16B	ENSG00000201544	1	SNORA16B|692157	FALSE
SNORA18	ENSG00000207145	11	SNORA18|677805	FALSE
SNORA19	ENSG00000207468	10	SNORA19|641451	FALSE
SNORA20	ENSG00000207392	6	SNORA20|677806	FALSE
SNORA22	ENSG00000206634	7	SNORA22|677807	FALSE
SNORA23	ENSG00000201998	11	SNORA23|677808	FALSE
SNORA24	ENSG00000275994	4	SNORA24|677809	FALSE
SNORA26	ENSG00000212588	4	SNORA26|677810	FALSE
SNORA27	ENSG00000207051	13	SNORA27|619499	FALSE
SNORA28	ENSG00000272533	14	SNORA28|677811	FALSE
SNORA29	ENSG00000206910	6	SNORA29|677812	FALSE
SNORA2A	ENSG00000206612	12	SNORA2A|677793	FALSE
SNORA2B	ENSG00000207313	12	SNORA2B|677794	FALSE
SNORA30	ENSG00000206755	16	SNORA30|677813	FALSE
SNORA31	ENSG00000199477	13	SNORA31|677814	FALSE
SNORA2C	ENSG00000221491	12	SNORA34|677815	FALSE
SNORA35	ENSG00000208839	X	SNORA35|677816	FALSE
SNORA36A	ENSG00000206948	X	SNORA36A|677817	FALSE
SNORA36B	ENSG00000222370	1	SNORA36B|677818	FALSE
SNORA36C	ENSG00000207016	2	SNORA36C|100124535	FALSE
SNORA37	ENSG00000207233	18	SNORA37|677819	FALSE
SNORA38B	ENSG00000200394	17	SNORA38B|100124536	FALSE
SNORA3A	ENSG00000200983	11	SNORA3|619562	FALSE
SNORA41	ENSG00000207406	2	SNORA41|619569	FALSE
SNORA80E	ENSG00000207475	1	SNORA42|677823	FALSE
SNORA44	ENSG00000273544	1	SNORA44|677825	FALSE
SNORA3B	ENSG00000212607	11	SNORA45|677826	FALSE
SNORA46	ENSG00000207493	16	SNORA46|677827	FALSE
SNORA47	ENSG00000238961	5	SNORA47|677828	FALSE
SNORA48	ENSG00000209582	17	SNORA48|652965	FALSE
SNORA49	ENSG00000208892	12	SNORA49|677829	FALSE
SNORA4	ENSG00000263776	3	SNORA4|619568	FALSE
SNORA50A	ENSG00000281910	16	SNORA50|677830	FALSE
SNORA51	ENSG00000271798	20	SNORA51|677831	FALSE
SNORA52	ENSG00000199785	11	SNORA52|619565	FALSE
SNORA53	ENSG00000212443	12	SNORA53|677832	FALSE
SNORA54	ENSG00000207008	11	SNORA54|677833	FALSE
SNORA55	ENSG00000201457	1	SNORA55|677834	FALSE
SNORA56	ENSG00000206693	X	SNORA56|677835	FALSE
SNORA57	ENSG00000206597	11	SNORA57|692158	FALSE
SNORA59B	ENSG00000266079	17	SNORA59B|677882	FALSE
SNORA5B	ENSG00000200656	7	SNORA5B|677795	FALSE
SNORA5C	ENSG00000201772	7	SNORA5C|677796	FALSE
SNORA61	ENSG00000278274	1	SNORA61|677838	FALSE
SNORA64	ENSG00000207405	16	SNORA64|26784	FALSE
SNORA65	ENSG00000201302	9	SNORA65|26783	FALSE
SNORA66	ENSG00000207523	1	SNORA66|26782	FALSE
SNORA67	ENSG00000277985	17	SNORA67|26781	FALSE
SNORA68	ENSG00000207166	19	SNORA68|26780	FALSE
SNORA69	ENSG00000206622	X	SNORA69|26779	FALSE
SNORA6	ENSG00000206760	3	SNORA6|574040	FALSE
SNORA70B	ENSG00000206937	2	SNORA70B|100124537	FALSE
SNORA70C	ENSG00000207268	9	SNORA70C|100124538	FALSE
SNORA70	ENSG00000207165	X	SNORA70|26778	FALSE
SNORA71A	ENSG00000225091	20	SNORA71A|26777	FALSE
SNORA71C	ENSG00000201512	20	SNORA71C|677839	FALSE
SNORA71D	ENSG00000200354	20	SNORA71D|677840	FALSE
SNORA72	ENSG00000207067	8	SNORA72|26775	FALSE
SNORA74A	ENSG00000200959	5	SNORA74A|26821	FALSE
SNORA74B	ENSG00000212402	5	SNORA74B|677841	FALSE
SNORA75	ENSG00000206885	2	SNORA75|654321	FALSE
SNORA50C	ENSG00000277887	17	SNORA76|677842	FALSE
SNORA77	ENSG00000221643	1	SNORA77|677843	FALSE
SNORA78	ENSG00000273587	16	SNORA78|677844	FALSE
SNORA79	ENSG00000221303	14	SNORA79|677845	FALSE
SNORA7B	ENSG00000207088	3	SNORA7B|677797	FALSE
SNORA80A	ENSG00000200792	21	SNORA80|677846	FALSE
SNORA81	ENSG00000221420	3	SNORA81|677847	FALSE
SNORA84	ENSG00000239183	9	SNORA84|100124534	FALSE
SNORA8	ENSG00000207304	11	SNORA8|654320	TRUE
SNORA9	ENSG00000277184	7	SNORA9|677798	FALSE
SNORD102	ENSG00000207500	13	SNORD102|26771	FALSE
SNORD105	ENSG00000209645	19	SNORD105|692229	FALSE
SNORD109B	ENSG00000239169	15	SNORD109B|338429	FALSE
SNORD110	ENSG00000221116	20	SNORD110|692213	FALSE
SNORD111	ENSG00000221066	16	SNORD111|692214	FALSE
SNORD113-1	ENSG00000202191	14	SNORD113-1|767561	FALSE
SNORD113-2	ENSG00000212384	14	SNORD113-2|767562	FALSE
SNORD113-4	ENSG00000201672	14	SNORD113-4|767564	FALSE
SNORD113-5	ENSG00000272474	14	SNORD113-5|767565	FALSE
SNORD113-6	ENSG00000200215	14	SNORD113-6|767566	FALSE
SNORD113-7	ENSG00000200632	14	SNORD113-7|767567	FALSE
SNORD113-9	ENSG00000201950	14	SNORD113-9|767569	FALSE
SNORD114-10	ENSG00000200279	14	SNORD114-10|767588	FALSE
SNORD114-11	ENSG00000200608	14	SNORD114-11|767589	FALSE
SNORD114-12	ENSG00000202270	14	SNORD114-12|767590	FALSE
SNORD114-13	ENSG00000201247	14	SNORD114-13|767591	FALSE
SNORD114-14	ENSG00000199593	14	SNORD114-14|767592	FALSE
SNORD114-15	ENSG00000201557	14	SNORD114-15|767593	FALSE
SNORD114-16	ENSG00000199914	14	SNORD114-16|767594	FALSE
SNORD114-17	ENSG00000201569	14	SNORD114-17|767595	FALSE
SNORD114-18	ENSG00000202142	14	SNORD114-18|767596	FALSE
SNORD114-19	ENSG00000199942	14	SNORD114-19|767597	FALSE
SNORD114-1	ENSG00000199575	14	SNORD114-1|767577	FALSE
SNORD114-20	ENSG00000202048	14	SNORD114-20|767598	FALSE
SNORD114-21	ENSG00000272344	14	SNORD114-21|767599	FALSE
SNORD114-22	ENSG00000202293	14	SNORD114-22|767600	FALSE
SNORD114-23	ENSG00000200406	14	SNORD114-23|767603	FALSE
SNORD114-24	ENSG00000201899	14	SNORD114-24|767604	FALSE
SNORD114-25	ENSG00000200612	14	SNORD114-25|767605	FALSE
SNORD114-26	ENSG00000200413	14	SNORD114-26|767606	FALSE
SNORD114-27	ENSG00000200636	14	SNORD114-27|767608	FALSE
SNORD114-28	ENSG00000200480	14	SNORD114-28|767609	FALSE
SNORD114-29	ENSG00000201689	14	SNORD114-29|767610	FALSE
SNORD114-2	ENSG00000200823	14	SNORD114-2|767578	FALSE
SNORD114-30	ENSG00000201318	14	SNORD114-30|767611	FALSE
SNORD114-31	ENSG00000200089	14	SNORD114-31|767612	FALSE
SNORD114-3	ENSG00000201839	14	SNORD114-3|767579	FALSE
SNORD114-5	ENSG00000199798	14	SNORD114-5|767581	FALSE
SNORD114-6	ENSG00000201263	14	SNORD114-6|767582	FALSE
SNORD114-7	ENSG00000199390	14	SNORD114-7|767583	FALSE
SNORD114-9	ENSG00000201240	14	SNORD114-9|767585	FALSE
SNORD115-10	ENSG00000201943	15	SNORD115-10|100033447	FALSE
SNORD115-11	ENSG00000200486	15	SNORD115-11|100033448	FALSE
SNORD115-13	ENSG00000273835	15	SNORD115-13|100033450	FALSE
SNORD115-14	ENSG00000199960	15	SNORD115-14|100033451	FALSE
SNORD115-16	ENSG00000200757	15	SNORD115-16|100033454	FALSE
SNORD115-17	ENSG00000201482	15	SNORD115-17|100033455	FALSE
SNORD115-1	ENSG00000201831	15	SNORD115-1|338433	FALSE
SNORD115-22	ENSG00000201326	15	SNORD115-22|100033799	FALSE
SNORD115-25	ENSG00000199489	15	SNORD115-25|100033801	FALSE
SNORD115-26	ENSG00000275524	15	SNORD115-26|100033802	FALSE
SNORD115-2	ENSG00000199712	15	SNORD115-2|100033437	FALSE
SNORD115-30	ENSG00000200987	15	SNORD115-30|100033804	FALSE
SNORD115-31	ENSG00000202188	15	SNORD115-31|100033805	FALSE
SNORD115-32	ENSG00000200949	15	SNORD115-32|100033806	FALSE
SNORD115-33	ENSG00000200593	15	SNORD115-33|100033807	FALSE
SNORD115-35	ENSG00000201992	15	SNORD115-35|100033809	FALSE
SNORD115-37	ENSG00000200638	15	SNORD115-37|100033811	FALSE
SNORD115-38	ENSG00000201907	15	SNORD115-38|100033812	FALSE
SNORD115-39	ENSG00000200564	15	SNORD115-39|100033813	FALSE
SNORD115-3	ENSG00000199970	15	SNORD115-3|100033440	FALSE
SNORD115-40	ENSG00000272460	15	SNORD115-40|100033814	FALSE
SNORD115-41	ENSG00000200478	15	SNORD115-41|100033815	FALSE
SNORD115-44	ENSG00000202261	15	SNORD115-44|100033818	FALSE
SNORD115-48	ENSG00000201634	15	SNORD115-48|100033822	FALSE
SNORD115-4	ENSG00000200680	15	SNORD115-4|100033441	FALSE
SNORD115-5	ENSG00000200503	15	SNORD115-5|100033442	FALSE
SNORD115-6	ENSG00000200812	15	SNORD115-6|100033443	FALSE
SNORD115-7	ENSG00000278089	15	SNORD115-7|100033444	FALSE
SNORD115-8	ENSG00000200726	15	SNORD115-8|100033445	FALSE
SNORD115-9	ENSG00000199782	15	SNORD115-9|100033446	FALSE
SNORD116-10	ENSG00000200661	15	SNORD116-10|100033422	FALSE
SNORD116-11	ENSG00000206609	15	SNORD116-11|100033423	FALSE
SNORD116-12	ENSG00000207197	15	SNORD116-12|100033424	FALSE
SNORD116-13	ENSG00000207137	15	SNORD116-13|100033425	FALSE
SNORD116-15	ENSG00000207174	15	SNORD116-15|100033427	FALSE
SNORD116-16	ENSG00000207263	15	SNORD116-16|100033428	FALSE
SNORD116-18	ENSG00000206688	15	SNORD116-18|100033430	FALSE
SNORD116-1	ENSG00000207063	15	SNORD116-1|100033413	FALSE
SNORD116-22	ENSG00000275127	15	SNORD116-22|100033433	FALSE
SNORD116-23	ENSG00000207375	15	SNORD116-23|100033434	FALSE
SNORD116-24	ENSG00000207279	15	SNORD116-24|100033435	FALSE
SNORD116-25	ENSG00000252326	15	SNORD116-25|100033436	FALSE
SNORD116-26	ENSG00000251815	15	SNORD116-26|100033438	FALSE
SNORD116-29	ENSG00000207245	15	SNORD116-29|100033821	FALSE
SNORD116-2	ENSG00000207001	15	SNORD116-2|100033414	FALSE
SNORD116-3	ENSG00000207014	15	SNORD116-3|100033415	FALSE
SNORD116-4	ENSG00000275529	15	SNORD116-4|100033416	TRUE
SNORD116-5	ENSG00000207191	15	SNORD116-5|100033417	FALSE
SNORD116-8	ENSG00000207093	15	SNORD116-8|100033420	FALSE
SNORD11	ENSG00000238317	2	SNORD11|692058	FALSE
SNORD121A	ENSG00000238886	9	SNORD121A|100113379	FALSE
SNORD12	ENSG00000212304	20	SNORD12|692057	FALSE
SNORD15A	ENSG00000206941	11	SNORD15A|6079	FALSE
SNORD15B	ENSG00000207445	11	SNORD15B|114599	FALSE
SNORD17	ENSG00000212232	20	SNORD17|692086	FALSE
SNORD18A	ENSG00000200623	15	SNORD18A|595098	FALSE
SNORD18B	ENSG00000202529	15	SNORD18B|595099	FALSE
SNORD18C	ENSG00000199574	15	SNORD18C|595100	FALSE
SNORD1B	ENSG00000199961	17	SNORD1B|677849	FALSE
SNORD20	ENSG00000207280	2	SNORD20|6082	FALSE
SNORD21	ENSG00000206680	1	SNORD21|6083	FALSE
SNORD22	ENSG00000277194	11	SNORD22|9304	FALSE
SNORD23	ENSG00000221803	19	SNORD23|692091	FALSE
SNORD24	ENSG00000206611	9	SNORD24|26820	FALSE
SNORD25	ENSG00000275043	11	SNORD25|9303	FALSE
SNORD26	ENSG00000276788	11	SNORD26|9302	FALSE
SNORD27	ENSG00000275996	11	SNORD27|9301	FALSE
SNORD28	ENSG00000274544	11	SNORD28|9300	FALSE
SNORD30	ENSG00000277846	11	SNORD30|9299	FALSE
SNORD32A	ENSG00000201675	19	SNORD32A|26819	FALSE
SNORD33	ENSG00000199631	19	SNORD33|26818	FALSE
SNORD34	ENSG00000202503	19	SNORD34|26817	FALSE
SNORD35A	ENSG00000200259	19	SNORD35A|26816	FALSE
SNORD36A	ENSG00000199744	9	SNORD36A|26815	FALSE
SNORD36C	ENSG00000252542	9	SNORD36C|26813	FALSE
SNORD37	ENSG00000206775	19	SNORD37|26812	FALSE
SNORD38A	ENSG00000202031	1	SNORD38A|94162	FALSE
SNORD38B	ENSG00000281859	1	SNORD38B|94163	FALSE
SNORD41	ENSG00000209702	19	SNORD41|26810	FALSE
SNORD42A	ENSG00000238649	17	SNORD42A|26809	FALSE
SNORD42B	ENSG00000238423	17	SNORD42B|26808	FALSE
SNORD43	ENSG00000263764	22	SNORD43|26807	FALSE
SNORD45A	ENSG00000207241	1	SNORD45A|26805	FALSE
SNORD45B	ENSG00000201487	1	SNORD45B|26804	FALSE
SNORD45C	ENSG00000206620	1	SNORD45C|692085	FALSE
SNORD46	ENSG00000200913	1	SNORD46|94161	FALSE
SNORD49A	ENSG00000277370	17	SNORD49A|26800	FALSE
SNORD4A	ENSG00000238578	17	SNORD4A|26773	FALSE
SNORD4B	ENSG00000238597	17	SNORD4B|26772	FALSE
SNORD53	ENSG00000265145	2	SNORD53|26796	FALSE
SNORD54	ENSG00000238650	8	SNORD54|26795	FALSE
SNORD55	ENSG00000264294	1	SNORD55|26811	FALSE
SNORD56B	ENSG00000207444	14	SNORD56B|319139	FALSE
SNORD58A	ENSG00000206602	18	SNORD58A|26791	FALSE
SNORD59A	ENSG00000207031	12	SNORD59A|26789	FALSE
SNORD5	ENSG00000239195	11	SNORD5|692072	FALSE
SNORD60	ENSG00000206630	16	SNORD60|26788	FALSE
SNORD61	ENSG00000206979	X	SNORD61|26787	FALSE
SNORD62A	ENSG00000235284	9	SNORD62A|26786	FALSE
SNORD63	ENSG00000206989	5	SNORD63|26785	FALSE
SNORD65	ENSG00000277512	17	SNORD65|692106	FALSE
SNORD66	ENSG00000212158	3	SNORD66|692107	FALSE
SNORD67	ENSG00000212135	11	SNORD67|692108	FALSE
SNORD69	ENSG00000212452	3	SNORD69|692109	FALSE
SNORD70	ENSG00000212534	2	SNORD70|692110	FALSE
SNORD71	ENSG00000223224	16	SNORD71|692111	FALSE
SNORD72	ENSG00000212296	5	SNORD72|619564	FALSE
SNORD73A	ENSG00000208797	4	SNORD73A|8944	FALSE
SNORD7	ENSG00000207297	17	SNORD7|692076	FALSE
SNORD82	ENSG00000202400	2	SNORD82|25826	FALSE
SNORD88A	ENSG00000221241	19	SNORD88A|692202	FALSE
SNORD88B	ENSG00000221381	19	SNORD88B|692203	FALSE
SNORD89	ENSG00000212283	2	SNORD89|692205	FALSE
SNORD8	ENSG00000200785	14	SNORD8|319103	FALSE
SNORD90	ENSG00000212447	9	SNORD90|692206	FALSE
SNORD91A	ENSG00000212163	17	SNORD91A|692207	FALSE
SNORD91B	ENSG00000275084	17	SNORD91B|692208	FALSE
SNORD92	ENSG00000264994	2	SNORD92|692209	FALSE
SNORD93	ENSG00000221740	7	SNORD93|692210	FALSE
SNORD94	ENSG00000208772	2	SNORD94|692225	FALSE
SNORD95	ENSG00000264549	5	SNORD95|619570	FALSE
SNORD96A	ENSG00000272296	5	SNORD96A|619571	FALSE
SNORD96B	ENSG00000208883	X	SNORD96B|692226	FALSE
SNORD97	ENSG00000238622	11	SNORD97|692223	FALSE
SNORD98	ENSG00000283551	10	SNORD98|692211	FALSE
SNORD99	ENSG00000221539	1	SNORD99|692212	FALSE
SNORD9	ENSG00000199436	14	SNORD9|692053	FALSE
SNPH	ENSG00000101298	20	SNPH|9751	TRUE
SNRK	ENSG00000163788	3	SNRK|54861	TRUE
SNRNP200	ENSG00000144028	2	SNRNP200|23020	FALSE
SNRNP25	ENSG00000161981	16	SNRNP25|79622	TRUE
SNRNP27	ENSG00000124380	2	SNRNP27|11017	TRUE
SNRNP35	ENSG00000184209	12	SNRNP35|11066	TRUE
SNRNP40	ENSG00000060688	1	SNRNP40|9410	TRUE
SNRNP48	ENSG00000168566	6	SNRNP48|154007	TRUE
SNRNP70	ENSG00000104852	19	SNRNP70|6625	TRUE
SNRPA1	ENSG00000131876	15	SNRPA1|6627	TRUE
SNRPA	ENSG00000077312	19	SNRPA|6626	TRUE
SNRPB2	ENSG00000125870	20	SNRPB2|6629	TRUE
SNRPB	ENSG00000125835	20	SNRPB|6628	TRUE
SNRPC	ENSG00000124562	6	SNRPC|6631	TRUE
SNRPD1	ENSG00000167088	18	SNRPD1|6632	TRUE
SNRPD2	ENSG00000125743	19	SNRPD2|6633	TRUE
SNRPD3	ENSG00000100028	22	SNRPD3|6634	TRUE
SNRPE	ENSG00000182004	1	SNRPE|6635	TRUE
SNRPF	ENSG00000139343	12	SNRPF|6636	TRUE
SNRPG	ENSG00000143977	2	SNRPG|6637	TRUE
SNRPN	ENSG00000128739	15	SNRPN|6638	TRUE
SNTA1	ENSG00000101400	20	SNTA1|6640	TRUE
SNTB1	ENSG00000172164	8	SNTB1|6641	TRUE
SNTB2	ENSG00000168807	16	SNTB2|6645	TRUE
SNTG1	ENSG00000147481	8	SNTG1|54212	FALSE
SNTG2	ENSG00000172554	2	SNTG2|54221	FALSE
SNTN	ENSG00000188817	3	SNTN|132203	FALSE
SNUPN	ENSG00000169371	15	SNUPN|10073	TRUE
SNURF	ENSG00000273173	15	SNURF|8926	TRUE
SNW1	ENSG00000100603	14	SNW1|22938	TRUE
SNX10	ENSG00000086300	7	SNX10|29887	TRUE
SNX11	ENSG00000002919	17	SNX11|29916	TRUE
SNX12	ENSG00000147164	X	SNX12|29934	FALSE
SNX13	ENSG00000071189	7	SNX13|23161	TRUE
SNX14	ENSG00000135317	6	SNX14|57231	TRUE
SNX16	ENSG00000104497	8	SNX16|64089	TRUE
SNX17	ENSG00000115234	2	SNX17|9784	TRUE
SNX18	ENSG00000178996	5	SNX18|112574	TRUE
SNX19	ENSG00000120451	11	SNX19|399979	TRUE
SNX1	ENSG00000028528	15	SNX1|6642	TRUE
SNX20	ENSG00000167208	16	SNX20|124460	FALSE
SNX21	ENSG00000124104	20	SNX21|90203	TRUE
SNX22	ENSG00000157734	15	SNX22|79856	TRUE
SNX24	ENSG00000064652	5	SNX24|28966	FALSE
SNX25	ENSG00000109762	4	SNX25|83891	FALSE
SNX27	ENSG00000143376	1	SNX27|81609	TRUE
SNX29	ENSG00000048471	16	SNX29|92017	TRUE
SNX2	ENSG00000205302	5	SNX2|6643	TRUE
SNX30	ENSG00000148158	9	SNX30|401548	TRUE
SNX31	ENSG00000174226	8	SNX31|169166	FALSE
SNX32	ENSG00000172803	11	SNX32|254122	FALSE
SNX33	ENSG00000173548	15	SNX33|257364	TRUE
SNX3	ENSG00000112335	6	SNX3|8724	TRUE
SNX4	ENSG00000114520	3	SNX4|8723	TRUE
SNX5	ENSG00000089006	20	SNX5|27131	TRUE
SNX6	ENSG00000129515	14	SNX6|58533	TRUE
SNX7	ENSG00000162627	1	SNX7|51375	TRUE
29886	ENSG00000106266	7	SNX8|29886	FALSE
SNX9	ENSG00000130340	6	SNX9|51429	TRUE
SOAT1	ENSG00000057252	1	SOAT1|6646	TRUE
SOAT2	ENSG00000167780	12	SOAT2|8435	FALSE
SOBP	ENSG00000112320	6	SOBP|55084	TRUE
SOCS1	ENSG00000185338	16	SOCS1|8651	FALSE
SOCS2	ENSG00000120833	12	SOCS2|8835	TRUE
SOCS3	ENSG00000184557	17	SOCS3|9021	TRUE
SOCS4	ENSG00000180008	14	SOCS4|122809	TRUE
SOCS5	ENSG00000171150	2	SOCS5|9655	TRUE
SOCS6	ENSG00000170677	18	SOCS6|9306	TRUE
SOCS7	ENSG00000274211	17	SOCS7|30837	FALSE
SOD1	ENSG00000142168	21	SOD1|6647	TRUE
6648	ENSG00000112096	6	SOD2|6648	TRUE
SOD3	ENSG00000109610	4	SOD3|6649	TRUE
SOHLH1	ENSG00000165643	9	SOHLH1|402381	FALSE
SOHLH2	ENSG00000120669	13	SOHLH2|54937	FALSE
CAPN15	ENSG00000103326	16	SOLH|6650	TRUE
6651	ENSG00000159140	21	SON|6651	FALSE
SORBS1	ENSG00000095637	10	SORBS1|10580	TRUE
SORBS2	ENSG00000154556	4	SORBS2|8470	TRUE
SORBS3	ENSG00000120896	8	SORBS3|10174	TRUE
SORCS1	ENSG00000108018	10	SORCS1|114815	TRUE
SORCS2	ENSG00000184985	4	SORCS2|57537	TRUE
SORCS3	ENSG00000156395	10	SORCS3|22986	TRUE
SORD	ENSG00000140263	15	SORD|6652	TRUE
SORL1	ENSG00000137642	11	SORL1|6653	TRUE
SORT1	ENSG00000134243	1	SORT1|6272	TRUE
SOS1	ENSG00000115904	2	SOS1|6654	TRUE
SOS2	ENSG00000100485	14	SOS2|6655	TRUE
SOSTDC1	ENSG00000171243	7	SOSTDC1|25928	FALSE
SOST	ENSG00000167941	17	SOST|50964	FALSE
SOX10	ENSG00000100146	22	SOX10|6663	TRUE
SOX11	ENSG00000176887	2	SOX11|6664	TRUE
SOX12	ENSG00000177732	20	SOX12|6666	TRUE
SOX13	ENSG00000143842	1	SOX13|9580	TRUE
SOX14	ENSG00000168875	3	SOX14|8403	FALSE
SOX15	ENSG00000129194	17	SOX15|6665	FALSE
SOX17	ENSG00000164736	8	SOX17|64321	FALSE
SOX18	ENSG00000203883	20	SOX18|54345	FALSE
SOX1	ENSG00000182968	13	SOX1|6656	TRUE
SOX21	ENSG00000125285	13	SOX21|11166	TRUE
SOX2-OT	ENSG00000242808	3	SOX2OT|347689	TRUE
